track_id,valid_flying_track,confirmed,active_at_end,lifetime_frames,first_frame,last_frame,frame_span,start_cx,start_cy,end_cx,end_cy,path_length_px,net_displacement_px,mean_speed_px_frame,max_step_speed_px_frame,directionality
162,1,1,0,8,225,238,13,965.556,529.111,979.286,572.75,74.369,45.748,5.721,26.262,0.6151
411,1,1,0,8,688,706,18,808.867,485.4,956.889,534.333,185.089,155.901,10.283,30.548,0.8423
52,1,1,0,7,59,74,15,1377.934,650.887,862.786,608.74,522.739,516.869,34.849,52.806,0.9888
56,1,1,0,7,64,79,15,952.333,525.625,848.971,506.647,109.124,105.091,7.275,13.046,0.963
117,1,1,0,7,145,159,14,1120.324,463.912,1013.0,464.895,107.41,107.328,7.672,11.379,0.9992
120,1,1,0,7,150,168,18,1013.286,523.429,982.667,511.476,58.885,32.869,3.271,37.062,0.5582
122,1,1,0,7,152,168,16,1424.159,587.783,964.286,525.429,467.503,464.082,29.219,37.265,0.9927
124,1,1,0,7,154,179,25,999.179,320.679,954.333,318.333,65.592,44.907,2.624,5.423,0.6846
139,1,1,0,7,179,197,18,967.8,531.4,1014.792,520.458,71.713,48.249,3.984,23.357,0.6728
176,1,1,0,7,242,258,16,942.462,579.446,1017.333,523.333,175.625,93.565,10.977,33.1,0.5328
206,1,1,0,7,311,329,18,706.784,527.27,742.721,572.279,144.831,57.596,8.046,36.062,0.3977
293,1,1,0,7,454,476,22,1120.875,488.875,1013.8,453.4,190.706,112.799,8.668,35.529,0.5915
307,1,1,0,7,486,504,18,803.19,510.429,685.346,568.731,131.577,131.478,7.31,11.699,0.9992
343,1,1,0,7,558,573,15,794.778,550.444,670.458,548.854,124.397,124.33,8.293,13.728,0.9995
344,1,1,0,7,558,574,16,599.732,706.049,131.952,735.928,469.133,468.733,29.321,49.986,0.9991
362,1,1,0,7,582,598,16,1008.579,331.316,949.333,335.333,68.11,59.382,4.257,28.779,0.8718
444,1,1,0,7,752,762,10,1015.219,898.344,644.136,821.818,380.056,378.891,38.006,81.46,0.9969
490,1,1,0,7,859,870,11,918.8,697.4,920.286,729.429,43.516,32.063,3.956,6.23,0.7368
43,1,1,0,6,46,59,13,968.886,642.457,598.442,376.233,468.139,456.184,36.011,58.48,0.9745
129,1,1,0,6,161,175,14,1098.167,429.875,1013.316,529.105,165.784,130.562,11.842,23.979,0.7875
138,1,1,0,6,179,189,10,1060.591,484.273,1132.229,478.971,71.95,71.834,7.195,12.484,0.9984
240,1,1,0,6,365,381,16,740.371,496.21,764.333,505.333,26.112,25.641,1.632,3.037,0.9819
275,1,1,0,6,431,443,12,952.364,532.909,1110.027,519.863,163.747,158.203,13.646,51.187,0.9661
312,1,1,0,6,498,512,14,922.64,662.32,961.8,541.4,127.221,127.103,9.087,18.76,0.9991
348,1,1,0,6,564,573,9,1150.286,758.429,971.692,715.0,186.312,183.798,20.701,39.25,0.9865
486,1,1,0,6,845,861,16,959.333,541.333,1082.333,476.333,142.671,139.119,8.917,24.005,0.9751
19,1,1,0,5,6,19,13,953.0,523.1,987.581,512.175,40.283,36.266,3.099,27.759,0.9003
63,1,1,0,5,81,94,13,1017.4,465.8,942.333,326.333,163.743,158.385,12.596,18.086,0.9673
111,1,1,0,5,131,143,12,811.8,507.4,867.333,521.333,90.266,57.255,7.522,36.578,0.6343
112,1,1,0,5,133,143,10,785.542,646.417,861.091,651.682,79.083,75.732,7.908,9.563,0.9576
175,1,1,0,5,242,249,7,1013.8,519.4,966.4,536.4,58.884,50.356,8.412,25.247,0.8552
193,1,1,0,5,291,303,12,1004.333,325.333,944.385,331.769,80.584,60.293,6.715,32.124,0.7482
236,1,1,0,5,355,371,16,1108.667,590.667,1002.24,681.48,140.597,139.906,8.787,9.536,0.9951
271,1,1,0,5,423,435,12,923.154,467.885,862.182,472.182,61.17,61.123,5.098,6.206,0.9992
316,1,1,0,5,504,512,8,947.467,332.667,999.8,326.4,61.497,52.707,7.687,28.499,0.8571
355,1,1,0,5,572,578,6,225.91,658.052,26.214,671.488,200.402,200.148,33.4,53.325,0.9987
477,1,1,0,5,823,835,12,1405.547,600.767,710.18,601.3,695.459,695.367,57.955,70.754,0.9999
5,1,1,0,4,0,6,6,720.286,495.321,662.111,496.778,58.197,58.193,9.699,11.501,0.9999
12,1,1,0,4,0,9,9,837.167,599.95,834.462,505.0,105.466,94.989,11.718,16.585,0.9007
51,1,1,0,4,59,65,6,1375.84,592.802,1136.938,602.068,239.179,239.081,39.863,112.291,0.9996
72,1,1,0,4,87,92,5,305.144,693.934,120.108,766.312,198.703,198.688,39.741,70.698,0.9999
115,1,1,0,4,140,154,14,957.5,320.429,1006.176,324.471,51.994,48.844,3.714,5.474,0.9394
146,1,1,0,4,193,199,6,676.8,525.4,748.875,523.708,72.102,72.095,12.017,18.887,0.9999
152,1,1,0,4,207,215,8,891.8,471.85,911.0,513.0,61.519,45.409,7.69,10.386,0.7381
168,1,1,0,4,233,240,7,957.333,531.333,666.692,496.0,401.627,292.781,57.375,72.924,0.729
177,1,1,0,4,244,253,9,947.524,317.81,998.667,328.667,65.075,52.283,7.231,13.467,0.8034
202,1,1,0,4,308,315,7,1007.8,328.4,944.0,332.235,67.275,63.915,9.611,32.056,0.9501
243,1,1,0,4,369,375,6,840.389,683.111,804.812,689.5,36.535,36.146,6.089,12.846,0.9893
249,1,1,0,4,386,393,7,1112.8,518.5,1116.273,453.455,103.026,65.138,14.718,22.797,0.6323
289,1,1,0,4,449,455,6,296.038,849.415,145.647,869.024,151.839,151.664,25.307,52.196,0.9988
371,1,1,0,4,598,604,6,1117.5,912.5,1205.27,804.71,142.285,139.005,23.714,28.845,0.9769
392,1,1,0,4,644,650,6,268.64,732.387,49.854,776.179,223.196,223.125,37.199,40.217,0.9997
397,1,1,0,4,658,670,12,1008.062,529.688,960.963,523.963,51.442,47.446,4.287,11.093,0.9223
