frame,time_s,track_id,track_lifetime_frames,confirmed,valid_flying_track,cx,cy,bbox_x,bbox_y,bbox_w,bbox_h,area_px,score,mean_diff,max_diff,track_path_length_px,track_net_displacement_px,track_mean_speed_px_frame,track_max_step_speed_px_frame,track_directionality,track_frame_span
4,0.1333,11,3,1,1,1249.095,586.238,1245,585,10,4,21,0.275,30.667,33.0,158.704,141.958,39.676,71.648,0.8945,4
4,0.1333,12,28,1,0,644.395,546.179,619,528,43,34,190,0.3417,32.916,41.0,27.507,5.425,1.019,7.066,0.1972,27
4,0.1333,13,90,1,1,851.119,541.169,846,538,11,7,59,1.0,75.22,150.0,548.85,173.581,6.031,30.89,0.3163,91
4,0.1333,18,13,1,1,588.792,573.147,564,561,53,27,245,0.3167,32.657,38.0,92.168,89.815,5.12,25.741,0.9745,18
4,0.1333,19,27,1,0,1398.868,580.237,1374,578,54,6,190,0.3417,34.221,41.0,21.768,5.896,0.837,5.091,0.2708,26
4,0.1333,20,101,1,0,1174.24,588.88,1170,588,10,3,25,0.2917,31.8,35.0,839.973,106.906,7.924,77.941,0.1273,106
4,0.1333,21,6,1,1,1242.25,586.25,1241,586,3,2,4,0.2583,30.25,31.0,67.279,66.29,13.456,61.211,0.9853,5
4,0.1333,22,19,1,1,540.396,600.365,517,585,46,29,318,0.4083,38.248,49.0,222.868,93.296,8.254,73.143,0.4186,27
4,0.1333,23,74,1,1,853.645,584.839,851,582,6,7,31,0.75,56.839,90.0,247.261,196.467,3.091,42.636,0.7946,80
4,0.1333,24,6,1,0,511.0,612.077,508,611,8,3,13,0.2583,30.231,31.0,0.666,0.666,0.133,0.666,1.0,5
4,0.1333,25,16,1,0,471.889,613.722,468,613,11,3,18,0.275,30.722,33.0,7.808,1.551,0.521,3.078,0.1986,15
4,0.1333,26,155,1,0,489.5,613.0,488,613,4,1,4,0.25,30.0,30.0,346.248,50.962,2.086,18.419,0.1472,166
4,0.1333,27,27,1,1,442.0,614.333,439,614,6,2,9,0.2583,30.222,31.0,54.787,51.539,2.029,26.261,0.9407,27
4,0.1333,28,21,1,0,175.5,621.0,169,621,14,1,14,0.2667,31.286,32.0,11.138,3.0,0.53,4.148,0.2693,21
4,0.1333,30,19,1,1,95.4,622.8,94,622,4,2,5,0.25,30.0,30.0,79.286,72.507,3.049,12.639,0.9145,26
4,0.1333,31,17,1,0,114.0,622.0,113,622,3,1,3,0.25,30.0,30.0,36.065,11.0,2.121,23.521,0.305,17
4,0.1333,32,80,1,1,840.111,614.778,839,614,4,3,9,0.3917,37.0,47.0,796.279,332.509,8.947,35.145,0.4176,89
4,0.1333,36,10,1,0,1361.632,581.632,1356,581,12,2,19,0.2667,30.474,32.0,3.33,0.92,0.37,1.512,0.2762,9
4,0.1333,37,5,1,0,1371.5,581.0,1371,581,2,1,2,0.25,30.0,30.0,6.584,6.576,1.646,5.209,0.9989,4
4,0.1333,38,30,1,0,307.0,617.581,299,617,17,3,31,0.2833,31.161,34.0,40.426,3.465,1.304,9.197,0.0857,31
4,0.1333,39,3,1,1,680.079,453.342,673,450,14,7,76,1.0,90.158,199.0,86.753,81.47,43.376,78.824,0.9391,2
4,0.1333,40,3,1,0,495.5,613.0,495,613,2,1,2,0.25,30.0,30.0,0.0,0.0,0.0,0.0,0.0,2
4,0.1333,41,13,1,1,403.5,614.5,403,614,2,2,2,0.25,30.0,30.0,86.399,79.557,7.2,82.971,0.9208,12
4,0.1333,42,8,1,0,191.5,621.0,191,621,2,1,2,0.25,30.0,30.0,17.5,4.5,1.944,6.5,0.2571,9
4,0.1333,43,10,1,0,196.0,620.75,195,620,3,2,4,0.2583,30.25,31.0,8.951,5.506,0.995,5.5,0.6151,9
4,0.1333,44,14,1,0,0.5,625.0,0,625,2,1,2,0.25,30.0,30.0,0.0,0.0,0.0,0.0,0.0,13
4,0.1333,45,65,1,1,1284.81,800.103,1279,797,13,7,58,0.5167,43.241,62.0,765.749,468.607,11.429,61.783,0.612,67
5,0.1667,1,507,1,0,943.877,317.335,935,310,21,16,203,1.0,95.429,184.0,136.218,15.329,0.269,4.253,0.1125,506
5,0.1667,2,507,1,0,996.281,319.074,990,314,15,12,121,1.0,126.223,224.0,103.209,12.365,0.204,2.49,0.1198,506
5,0.1667,3,63,1,1,1261.16,378.739,1247,369,29,19,268,1.0,112.034,242.0,869.389,328.438,12.976,71.865,0.3778,67
5,0.1667,4,14,1,0,1105.75,415.25,1105,415,3,2,4,0.2917,32.75,35.0,2.513,2.226,0.193,1.572,0.8857,13
5,0.1667,5,52,1,1,679.823,453.367,673,450,14,7,79,1.0,88.025,199.0,217.553,181.251,3.956,102.165,0.8331,55
5,0.1667,6,13,1,1,682.971,495.829,679,494,9,5,35,1.0,65.571,129.0,138.618,115.966,8.664,24.701,0.8366,16
5,0.1667,7,64,1,1,833.968,505.871,831,504,7,5,31,0.6417,51.935,77.0,259.16,191.855,4.114,39.761,0.7403,63
5,0.1667,8,18,1,1,661.5,515.5,661,515,2,2,4,0.25,30.0,30.0,18.288,16.847,1.076,17.18,0.9212,17
5,0.1667,9,259,1,0,1006.158,517.455,1000,513,14,10,101,1.0,86.822,160.0,165.127,52.174,0.635,19.317,0.316,260
5,0.1667,10,158,1,0,955.299,522.938,949,516,15,20,177,1.0,97.034,192.0,60.61,4.872,0.379,3.947,0.0804,160
5,0.1667,12,28,1,0,643.99,546.281,618,528,44,34,199,0.3417,32.849,41.0,27.507,5.425,1.019,7.066,0.1972,27
5,0.1667,13,90,1,1,851.119,541.169,846,538,11,7,59,1.0,75.271,150.0,548.85,173.581,6.031,30.89,0.3163,91
5,0.1667,18,13,1,1,589.323,572.883,564,561,53,27,248,0.3167,32.77,38.0,92.168,89.815,5.12,25.741,0.9745,18
5,0.1667,19,27,1,0,1398.868,580.237,1374,578,54,6,190,0.3417,34.216,41.0,21.768,5.896,0.837,5.091,0.2708,26
5,0.1667,20,101,1,0,1174.24,588.88,1170,588,10,3,25,0.2917,31.96,35.0,839.973,106.906,7.924,77.941,0.1273,106
5,0.1667,21,6,1,1,1247.727,586.121,1241,585,14,4,33,0.275,30.576,33.0,67.279,66.29,13.456,61.211,0.9853,5
5,0.1667,22,19,1,1,540.461,600.328,517,585,46,29,317,0.4083,38.287,49.0,222.868,93.296,8.254,73.143,0.4186,27
5,0.1667,23,74,1,1,853.483,584.828,851,582,6,7,29,0.7583,58.276,91.0,247.261,196.467,3.091,42.636,0.7946,80
