frame,time_s,track_id,track_lifetime_frames,confirmed,valid_flying_track,cx,cy,bbox_x,bbox_y,bbox_w,bbox_h,area_px,score,mean_diff,max_diff,track_path_length_px,track_net_displacement_px,track_mean_speed_px_frame,track_max_step_speed_px_frame,track_directionality,track_frame_span
7,0.2333,27,102,1,1,1228.542,774.148,1219,770,19,11,142,1.0,46.585,82.0,1011.036,423.75,9.361,61.32,0.4191,108
7,0.2333,28,9,1,0,1101.4,421.8,1101,421,2,3,5,0.2639,18.4,19.0,1.099,1.099,0.1,0.275,1.0,11
7,0.2333,29,16,1,0,869.5,429.25,868,429,4,2,4,0.2639,18.5,19.0,6.592,0.601,0.439,0.601,0.0912,15
7,0.2333,30,29,1,0,814.0,436.0,813,436,3,1,3,0.2639,18.333,19.0,63.499,7.649,2.048,24.083,0.1205,31
7,0.2333,32,22,1,0,695.592,450.395,663,444,73,17,365,0.4444,21.658,32.0,11.479,1.431,0.522,5.675,0.1247,22
7,0.2333,34,8,1,1,1379.321,818.017,1356,802,54,32,891,1.0,95.155,188.0,107.748,106.613,15.393,55.172,0.9895,7
8,0.2667,1,153,1,0,942.975,316.796,931,309,26,17,284,1.0,72.539,184.0,28.982,7.891,0.186,2.386,0.2723,156
8,0.2667,2,153,1,0,997.167,318.896,990,314,17,12,144,1.0,114.257,225.0,26.616,5.853,0.171,1.583,0.2199,156
8,0.2667,3,47,1,1,1209.019,411.72,1194,402,32,20,368,1.0,107.141,242.0,832.205,564.662,14.348,71.812,0.6785,58
8,0.2667,4,96,1,1,1106.093,415.767,1101,413,12,6,43,0.4444,23.209,32.0,430.294,375.167,4.529,82.138,0.8719,95
8,0.2667,6,17,1,0,876.118,428.529,874,427,6,5,17,0.2778,18.529,20.0,3.466,2.998,0.217,1.989,0.8649,16
8,0.2667,7,15,1,0,868.5,433.0,868,433,2,1,2,0.25,18.0,18.0,17.281,11.481,1.08,4.768,0.6643,16
8,0.2667,8,36,1,1,772.0,442.667,771,442,3,2,3,0.25,18.0,18.0,60.172,54.539,1.337,11.505,0.9064,45
8,0.2667,9,49,1,0,792.873,440.371,775,437,39,7,205,0.2917,19.234,21.0,40.867,7.019,0.834,8.494,0.1717,49
8,0.2667,10,65,1,1,810.667,436.667,810,436,2,2,3,0.25,18.0,18.0,123.379,76.816,1.645,21.869,0.6226,75
8,0.2667,14,46,1,1,834.769,506.385,831,503,9,8,52,1.0,49.231,98.0,167.138,154.666,3.714,22.444,0.9254,45
8,0.2667,16,153,1,0,1006.993,517.686,1001,512,14,15,137,1.0,65.161,142.0,69.075,5.386,0.443,3.852,0.078,156
8,0.2667,17,89,1,1,956.08,521.901,949,513,17,21,213,1.0,85.366,179.0,665.962,176.725,7.483,37.876,0.2654,89
